project	project_alt_name	tag2	tag	category	year	annual_allocation	non_annual_allocation	total	notes_annual	notes_non-annual
Hong Kong Red Cross	Hong Kong Red Cross Society	Social welfare provision (HKCSS agency members)	Other	Community services	2013	1840		1840	To fund its Uniformed Group Leaders & Trainers Development Project	
Hong Kong Red Cross	Hong Kong Red Cross Society	Social welfare provision (HKCSS agency members)	Other	Community services	2014	1987		1987	To fund its Uniformed Group Leaders & Trainers Development Project	
Hong Kong Red Cross	Hong Kong Red Cross Society	Social welfare provision (HKCSS agency members)	Other	Community services	2015	1987		1987	To fund its Uniformed Group Leaders & Trainers Development Project	
Hong Kong Red Cross	Hong Kong Red Cross Society	Social welfare provision (HKCSS agency members)	Other	Community services	2016	1987		1987	To fund its Uniformed Group Leaders & Trainers Development Project	
Hong Kong Red Cross	Hong Kong Red Cross Society	Social welfare provision (HKCSS agency members)	Other	Community services	2017	2185		2185	To fund its Red Cross Youth Leaders & Trainers Development Project	
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1980			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1981			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1982			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1983			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1984			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1985			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1986			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1987			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1988			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1989			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1990			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1991			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1992			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1993			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1994			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1995			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1996			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1997			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1998		11000	11000		To establish a central cord blood bank
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	1999			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2000			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2001			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2002			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2003			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2004			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2005			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2006			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2007			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2008			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2009			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2010			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2011			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2012			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2013			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2014			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2015			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2016			0		
Hong Kong Red Cross Transfusion Service		Other	Other	Medical	2017			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1980			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1981			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1982			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1983			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1984			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1985			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1986			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1987			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1988			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1989			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1990			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1991			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1992			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1993			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1994			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1995			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1996			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1997			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1998		1500	1500		To fit out and equip the Career Development Centre for People with Disabilities
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	1999			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2000		1178	1178		Two items: 478 to acquire a 12-seater rehabus; 700 Jockey Club Millennium Cup and Sweepstakes special one-off donation
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2001			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2002			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2003		1760	1760		To subsidise the renovation and fitting out of the Hong Kong Rehabilitation Power Jockey Club Waterfront Centre at Tsim Sha Tsui
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2004			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2005			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2006			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2007			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2008			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2009			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2010			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2011			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2012			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2013		2050	2050		To fund the upgrading of facilities in its tele-service training centres and the replacement of a 13-seater rehabilitation bus
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2014			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2015			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2016			0		
Hong Kong Rehabilitation Power Ltd		Social welfare provision (HKCSS agency members)	Other	Community services	2017			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1980			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1981			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1982			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1983			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1984			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1985			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1986			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1987			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1988			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1989			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1990			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1991			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1992			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1993			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1994			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1995			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1996			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1997		1000	1000		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1998			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	1999			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2000			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2001			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2002			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2003			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2004			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2005			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2006		6657	6657		To fund the renovation and equipping of the Centre
Hong Kong Renal Centre Ltd		Other	Other	Medical	2007			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2008			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2009			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2010			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2011			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2012			0		
Hong Kong Renal Centre Ltd		Other	Other	Medical	2013			0		
